Month,Judet Destinatar OPS,Categorie Cerc Livrare,Localitate Destinatar,Tip Trimitere,Colet eligibil locker,Nr Total AWB
01,Hunedoara,Cerc 1,Balata,Negre,Da,5
01,Veszprém,Resedinta,Balatonakali,Negre,Da,1
01,Veszprém,Resedinta,Balatonalmádi,Negre,Da,15
01,Somogy,Resedinta,Balatonberény,Negre,Da,1
01,Somogy,Resedinta,Balatonboglár,Negre,Da,5
01,Veszprém,Resedinta,Balatonfüred,Negre,Da,13
01,Zala,Resedinta,Balatongyörök,Negre,Da,1
01,Somogy,Resedinta,Balatonlelle,Negre,Da,4
01,Somogy,Resedinta,Balatonszentgyörgy,Negre,Da,1
01,Veszprém,Resedinta,Balatonszepezd,Negre,Da,1
01,Mures,Cerc 1,Balauseri,Negre,Da,5
01,Bihor,Cerc 3,Balc,Negre,Da,8
01,Bacau,Cerc 3,Balca,Negre,Da,3
01,Alba,Cerc 3,Balcaciu,Negre,Da,3
01,Bacau,Cerc 3,Balcani,Negre,Da,10
01,Suceava,Cerc 1,Balcauti,Negre,Da,17
01,Valcea,Cerc 3,Balcesti,Negre,Da,31
01,Gorj,Cerc 1,Balcesti,Negre,Da,6
01,Cluj,Cerc 3,Balcesti,Negre,Da,1
01,Iasi,Cerc 1,Balciu,Negre,Da,82
01,Mures,Cerc 3,Balda,Negre,Da,3
01,Dambovita,Cerc 1,Baldana,Negre,Da,35
01,Braila,Cerc 1,Baldovinesti,Negre,Da,6
01,Teleorman,Cerc 1,Baldovinesti,Negre,Da,4
01,Olt,Cerc 1,Baldovinesti,Negre,Da,2
01,Olt,Cerc 1,Baleasa,Negre,Da,4
01,Galati,Cerc 1,Baleni,Negre,Da,8
01,Dambovita,Cerc 1,Baleni,Negre,Da,6
01,Bihor,Cerc 3,Baleni,Negre,Da,1
01,Dambovita,Cerc 1,Baleni-Romani,Negre,Da,56
01,Dambovita,Cerc 1,Baleni-Sarbi,Negre,Da,32
01,Gorj,Cerc 1,Balesti,Negre,Da,86
01,Vrancea,Cerc 1,Balesti,Negre,Da,11
01,Vaslui,Cerc 1,Balesti,Negre,Da,2
01,Arges,Cerc 3,Balilesti,Negre,Da,9
01,Suceava,Cerc 1,Balinesti,Negre,Da,1
01,Timis,Cerc 1,Balint,Negre,Da,3
01,Galati,Cerc 3,Balintesti,Negre,Da,4
01,Botosani,Cerc 1,Balinti,Negre,Da,2
01,Szabolcs-Szatmár-Bereg,Resedinta,Balkány,Negre,Da,8
01,Hajdú-Bihar,Resedinta,Balmazújváros,Negre,Da,7
01,Bihor,Cerc 1,Balnaca,Negre,Da,4
01,Bihor,Cerc 1,Balnaca-Grosi,Negre,Da,1
01,Hunedoara,Cerc 3,Balomir,Negre,Da,2
01,Alba,Cerc 1,Balomiru de Camp,Negre,Da,4
01,Gorj,Cerc 3,Balosani,Negre,Da,4
01,Valcea,Cerc 3,Balota,Negre,Da,1
01,Dolj,Cerc 3,Balota de Sus,Negre,Da,1
01,Bucuresti & Ilfov,Resedinta,Balotesti,Negre,Da,694
01,Mehedinti,Cerc 1,Balotesti,Negre,Da,2
01,Olt,Cerc 1,Bals,Negre,Da,367
01,Iasi,Cerc 3,Bals,Negre,Da,8
01,Hunedoara,Cerc 3,Balsa,Negre,Da,1
01,Dolj,Cerc 3,Balta,Negre,Da,11
01,Gorj,Cerc 1,Balta,Negre,Da,8
01,Mehedinti,Cerc 3,Balta,Negre,Da,1
01,Buzau,Cerc 3,Balta Alba,Negre,Da,2
01,Botosani,Cerc 1,Balta Arsa,Negre,Da,4
01,Prahova,Cerc 3,Balta Doamnei,Negre,Da,11
01,Bucuresti & Ilfov,Cerc 1,Balta Neagra,Negre,Da,2
01,Buzau,Cerc 3,Balta Tocila,Negre,Da,1
01,Dolj,Cerc 1,Balta Verde,Negre,Da,4
01,Mehedinti,Cerc 3,Balta Verde,Negre,Da,2
01,Buzau,Cerc 3,Baltagari,Negre,Da,1
01,Constanta,Cerc 3,Baltagesti,Negre,Da,3
01,Mehedinti,Cerc 3,Baltanele,Negre,Da,2
01,Galati,Cerc 1,Baltareti,Negre,Da,3
01,Buzau,Cerc 1,Baltareti,Negre,Da,1
01,Arges,Cerc 3,Baltata,Negre,Da,1
01,Vaslui,Cerc 1,Baltateni,Negre,Da,2
01,Neamt,Cerc 1,Baltatesti,Negre,Da,18
01,Iasi,Cerc 1,Baltati,Negre,Da,17
01,Vaslui,Cerc 1,Baltati,Negre,Da,5
01,Olt,Cerc 1,Baltati,Negre,Da,2
01,Gorj,Cerc 1,Balteni,Negre,Da,53
01,Dambovita,Cerc 1,Balteni,Negre,Da,8
01,Olt,Cerc 1,Balteni,Negre,Da,7
01,Bucuresti & Ilfov,Cerc 1,Balteni,Negre,Da,6
01,Iasi,Cerc 1,Balteni,Negre,Da,5
01,Vaslui,Cerc 1,Balteni,Negre,Da,4
01,Buzau,Cerc 3,Balteni,Negre,Da,3
01,Vaslui,Cerc 1,Balteni-Deal,Negre,Da,4
01,Prahova,Cerc 1,Baltesti,Negre,Da,13
01,Gorj,Cerc 1,Baltisoara,Negre,Da,1
01,Prahova,Cerc 1,Baltita,Negre,Da,2
01,Botosani,Cerc 1,Baluseni,Negre,Da,7
01,Neamt,Cerc 1,Balusesti,Negre,Da,12
01,Iasi,Cerc 3,Balusesti,Negre,Da,1
01,Mehedinti,Cerc 3,Baluta,Negre,Da,1
01,Valcea,Cerc 1,Balutoaia,Negre,Da,1
01,Mehedinti,Cerc 1,Balvanesti,Negre,Da,1
01,Komárom-Esztergom,Resedinta,Bana,Negre,Da,2
01,Vaslui,Cerc 1,Banca,Negre,Da,11
01,Bacau,Cerc 3,Banca,Negre,Da,1
01,Vaslui,Cerc 3,Bancesti,Negre,Da,2
01,Suceava,Cerc 1,Bancesti,Negre,Da,1
01,Harghita,Cerc 1,Bancu,Negre,Da,5
01,Mures,Cerc 1,Band,Negre,Da,57
01,Giurgiu,Cerc 1,Baneasa,Negre,Da,26
01,Constanta,Cerc 3,Baneasa,Negre,Da,25
01,Teleorman,Cerc 1,Baneasa,Negre,Da,8
01,Galati,Cerc 3,Baneasa,Negre,Da,5
01,Prahova,Cerc 1,Banesti,Negre,Da,121
01,Suceava,Cerc 1,Banesti,Negre,Da,2
01,Giurgiu,Cerc 1,Banesti,Negre,Da,1
01,Valcea,Cerc 1,Banesti,Negre,Da,1
01,Borsod-Abaúj-Zemplén,Resedinta,Bánhorváti,Negre,Da,1
01,Caras-Severin,Cerc 3,Bania,Negre,Da,15
01,Hunedoara,Cerc 1,Banita,Negre,Da,3
01,Timis,Cerc 3,Banloc,Negre,Da,7
01,Hunedoara,Cerc 1,Banpotoc,Negre,Da,2
01,Iasi,Cerc 1,Banu,Negre,Da,4
01,Neamt,Cerc 1,Bara,Negre,Da,10
01,Alba,Cerc 1,Barabant,Negre,Da,8
01,Szabolcs-Szatmár-Bereg,Resedinta,Barabás,Negre,Da,1
01,Dambovita,Cerc 3,Baraceni,Negre,Da,1
01,Fejér,Resedinta,"Baracs, Apátszállás",Negre,Da,1
01,Constanta,Cerc 3,Baraganu,Negre,Da,8
01,Braila,Cerc 3,Baraganul,Negre,Da,15
01,Mehedinti,Cerc 3,Baraiacu,Negre,Da,1
01,Prahova,Cerc 3,Baraitaru,Negre,Da,8
01,Botosani,Cerc 1,Baranca,Negre,Da,5
01,Arges,Cerc 3,Baranesti,Negre,Da,2
01,Covasna,Cerc 3,Baraolt,Negre,Da,131
01,Buzau,Cerc 1,Barasti,Negre,Da,2
01,Alba,Cerc 3,Barasti,Negre,Da,2
01,Suceava,Cerc 3,Barasti,Negre,Da,2
01,Olt,Cerc 1,Barasti,Negre,Da,1
01,Olt,Cerc 3,Barastii de Vede,Negre,Da,2
01,Arad,Cerc 1,Baratca,Negre,Da,5
01,Neamt,Cerc 1,Baratca,Negre,Da,1
01,Timis,Cerc 1,Barateaz,Negre,Da,2
01,Bacau,Cerc 1,Barati,Negre,Da,9
01,Valcea,Cerc 1,Barbatesti,Negre,Da,7
01,Gorj,Cerc 1,Barbatesti,Negre,Da,6
01,Arges,Cerc 3,Barbatesti,Negre,Da,2
01,Iasi,Cerc 3,Barbatesti,Negre,Da,1
01,Bacau,Cerc 1,Barboasa,Negre,Da,1
01,Dolj,Cerc 3,Barboi,Negre,Da,1
01,Mures,Cerc 3,Barbosi,Negre,Da,1
01,Valcea,Cerc 1,Barbuceni,Negre,Da,1
01,Dambovita,Cerc 1,Barbuletu,Negre,Da,6
01,Dolj,Cerc 1,Barca,Negre,Da,8
01,Olt,Cerc 1,Barca,Negre,Da,1
01,Gorj,Cerc 1,Barcaciu,Negre,Da,2
01,Prahova,Cerc 1,Barcanesti,Negre,Da,76
01,Ialomita,Cerc 3,Barcanesti,Negre,Da,12
01,Olt,Cerc 1,Barcanesti,Negre,Da,3
01,Neamt,Cerc 1,Barcanesti,Negre,Da,2
01,Covasna,Cerc 3,Barcani,Negre,Da,19
01,Galati,Cerc 3,Barcea,Negre,Da,38
01,Hunedoara,Cerc 1,Barcea Mare,Negre,Da,3
01,Hunedoara,Cerc 1,Barcea Mica,Negre,Da,1
01,Somogy,Resedinta,Barcs,Negre,Da,7
01,Brasov,Cerc 3,Barcut,Negre,Da,1
01,Mehedinti,Cerc 1,Barda,Negre,Da,1
01,Mures,Cerc 1,Bardesti,Negre,Da,5
01,Somogy,Resedinta,Bárdudvarnok,Negre,Da,1
01,Maramures,Cerc 1,Bargau,Negre,Da,1
01,Neamt,Cerc 1,Bargauani,Negre,Da,3
01,Sibiu,Cerc 3,Barghis,Negre,Da,2
01,Arges,Cerc 3,Barla,Negre,Da,4
01,Bistrita-Nasaud,Cerc 1,Barla,Negre,Da,2
01,Vaslui,Resedinta,Barlad,Negre,Da,"1,042"
01,Vaslui,Cerc 3,Barlalesti,Negre,Da,4
01,Iasi,Cerc 1,Barlesti,Negre,Da,1
01,Mures,Cerc 3,Barlibas,Negre,Da,1
01,Arges,Cerc 3,Barlogu,Negre,Da,2
01,Valcea,Cerc 1,Barlogu,Negre,Da,1
01,Arges,Cerc 1,Barloi,Negre,Da,1
01,Timis,Cerc 1,Barna,Negre,Da,3
01,Iasi,Cerc 1,Barnova,Negre,Da,31
01,Arad,Cerc 3,Barsa,Negre,Da,2
01,Maramures,Cerc 3,Barsana,Negre,Da,17
01,Bacau,Cerc 3,Barsanesti,Negre,Da,6
01,Botosani,Cerc 1,Barsanesti,Negre,Da,3
01,Hunedoara,Cerc 1,Barsau,Negre,Da,5
01,Satu Mare,Cerc 3,Barsau de Jos,Negre,Da,3
01,Satu Mare,Cerc 3,Barsau de Sus,Negre,Da,9
01,Salaj,Cerc 3,Barsau Mare,Negre,Da,3
01,Valcea,Cerc 1,Barsesti,Negre,Da,11
01,Gorj,Cerc 1,Barsesti,Negre,Da,2
01,Vrancea,Cerc 3,Barsesti,Negre,Da,1
01,Arges,Cerc 3,Barsestii de Jos,Negre,Da,2
01,Teleorman,Cerc 3,Barsestii de Jos,Negre,Da,2
01,Arges,Cerc 3,Barsestii de Sus,Negre,Da,1
01,Olt,Cerc 3,Barsestii de Sus,Negre,Da,1
01,Valcea,Cerc 3,Barsoiu,Negre,Da,1
01,Neamt,Cerc 1,Barticesti,Negre,Da,7
01,Hunedoara,Cerc 1,Baru,Negre,Da,13
01,Valcea,Cerc 1,Barza,Negre,Da,3
01,Olt,Cerc 1,Barza,Negre,Da,2
01,Hunedoara,Cerc 3,Barza,Negre,Da,1
01,Arad,Cerc 3,Barzava,Negre,Da,8
01,Harghita,Cerc 1,Barzava,Negre,Da,2
01,Gorj,Cerc 3,Barzeiu,Negre,Da,1
01,Gorj,Cerc 3,Barzeiu de Gilort,Negre,Da,3
01,Arges,Cerc 3,Barzesti,Negre,Da,4
01,Vaslui,Cerc 1,Barzesti,Negre,Da,3
01,Arad,Cerc 3,Barzesti,Negre,Da,1
01,Hunedoara,Cerc 3,Basarabasa,Negre,Da,1
01,Suceava,Cerc 3,Basarabi,Negre,Da,3
01,Dolj,Cerc 3,Basarabi,Negre,Da,2
01,Bacau,Cerc 1,Basasti,Negre,Da,1
01,Buzau,Cerc 3,Basca Chiojdului,Negre,Da,4
01,Buzau,Cerc 3,Basca Rozilei,Negre,Da,6
01,Buzau,Cerc 1,Bascenii de Jos,Negre,Da,2
01,Buzau,Cerc 1,Bascenii de Sus,Negre,Da,3
01,Arges,Cerc 1,Bascov,Negre,Da,222
01,Teleorman,Cerc 1,Bascoveni,Negre,Da,5
01,Maramures,Cerc 3,Basesti,Negre,Da,2
01,Botosani,Cerc 1,Baseu,Negre,Da,1
01,Bistrita-Nasaud,Cerc 3,Bata,Negre,Da,3
01,Arad,Cerc 3,Bata,Negre,Da,1
01,Tolna,Resedinta,Báta,Negre,Da,2
01,Covasna,Cerc 3,Batanii Mari,Negre,Da,18
01,Covasna,Cerc 3,Batanii Mici,Negre,Da,3
01,Bihor,Cerc 3,Batar,Negre,Da,6
01,Satu Mare,Cerc 3,Batarci,Negre,Da,10
01,Valcea,Cerc 3,Batasani,Negre,Da,5
01,Tolna,Resedinta,Bátaszék,Negre,Da,3
01,Vrancea,Cerc 3,Batcari,Negre,Da,1
01,Prahova,Cerc 1,Batesti,Negre,Da,11
01,Cluj,Cerc 1,Batin,Negre,Da,1
01,Vrancea,Cerc 1,Batinesti,Negre,Da,5
01,Hunedoara,Cerc 1,Batiz,Negre,Da,1
01,Braila,Cerc 3,Batogu,Negre,Da,1
01,Nógrád,Resedinta,Bátonyterenye,Negre,Da,7
01,Nógrád,Resedinta,"Bátonyterenye, Kisterenye",Negre,Da,1
01,Mures,Cerc 1,Batos,Negre,Da,3
01,Prahova,Cerc 3,Batrani,Negre,Da,7
01,Arges,Cerc 1,Batrani,Negre,Da,1
01,Békés,Resedinta,Battonya,Negre,Da,2
01,Caras-Severin,Cerc 3,Bautar,Negre,Da,7
01,Bacau,Cerc 1,Bazga,Negre,Da,3
01,Sibiu,Cerc 1,Bazna,Negre,Da,12
01,Timis,Cerc 1,Bazos,Negre,Da,5
01,Timis,Cerc 1,Bazosu Nou,Negre,Da,5
01,Timis,Cerc 3,Beba Veche,Negre,Da,11
01,Buzau,Cerc 3,Beceni,Negre,Da,8
01,Dolj,Cerc 3,Bechet,Negre,Da,47
01,Dambovita,Cerc 1,Bechinesti,Negre,Da,5
01,Timis,Cerc 1,Becicherecu Mic,Negre,Da,74
01,Teleorman,Cerc 3,Beciu,Negre,Da,6
01,Vrancea,Cerc 1,Beciu,Negre,Da,1
01,Buzau,Cerc 3,Beciu,Negre,Da,1
01,Bistrita-Nasaud,Cerc 1,Beclean,Negre,Da,341
01,Brasov,Cerc 3,Beclean,Negre,Da,6
01,Zala,Resedinta,Becsehely,Negre,Da,1
01,Arges,Cerc 3,Beculesti,Negre,Da,1
01,Cluj,Cerc 1,Bedeciu,Negre,Da,2
01,Timis,Cerc 1,Begheiu Mic,Negre,Da,2
01,Dolj,Cerc 1,Beharca,Negre,Da,2
01,Brasov,Cerc 3,Beia,Negre,Da,5
01,Mures,Cerc 1,Beica de Jos,Negre,Da,5
01,Tulcea,Cerc 3,Beidaud,Negre,Da,1
01,Teleorman,Cerc 1,Beiu,Negre,Da,3
01,Bihor,Cerc 3,Beius,Negre,Da,368
01,Bihor,Cerc 3,Beiusele,Negre,Da,1
01,Hunedoara,Cerc 1,Bejan,Negre,Da,2
01,Vaslui,Cerc 1,Bejenesti,Negre,Da,1
01,Békés,Resedinta,Békés,Negre,Da,14
01,Békés,Resedinta,Békéscsaba,Negre,Da,41
01,Békés,Resedinta,"Békéscsaba, Gerla",Negre,Da,1
01,Dambovita,Cerc 1,Bela,Negre,Da,1
01,Covasna,Cerc 3,Belani,Negre,Da,1
01,Heves,Resedinta,Bélapátfalva,Negre,Da,1
01,Iasi,Cerc 3,Belcesti,Negre,Da,84
01,Prahova,Cerc 1,Belciug,Negre,Da,2
01,Calarasi,Cerc 1,Belciugatele,Negre,Da,54
01,Vrancea,Cerc 1,Belciugele,Negre,Da,3
01,Alba,Cerc 1,Beldiu,Negre,Da,1
01,Somogy,Resedinta,Beleg,Negre,Da,1
01,Bihor,Cerc 3,Belejeni,Negre,Da,1
01,Arges,Cerc 1,Beleti,Negre,Da,2
01,Arges,Cerc 3,Beleti-Negresti,Negre,Da,9
01,Bihor,Cerc 3,Belfir,Negre,Da,3
01,Covasna,Cerc 3,Belin,Negre,Da,10
01,Timis,Cerc 1,Belint,Negre,Da,9
01,Cluj,Cerc 3,Belis,Negre,Da,4
01,Arad,Cerc 3,Beliu,Negre,Da,11
01,Caras-Severin,Cerc 3,Belobresca,Negre,Da,4
01,Satu Mare,Cerc 3,Beltiug,Negre,Da,10
01,Vaslui,Cerc 1,Belzeni,Negre,Da,1
01,Timis,Cerc 1,Bencecu de Jos,Negre,Da,2
01,Timis,Cerc 1,Bencecu de Sus,Negre,Da,9
01,Salaj,Cerc 1,Benesat,Negre,Da,1
01,Bacau,Cerc 3,Benesti,Negre,Da,3
01,Dolj,Cerc 3,Benesti,Negre,Da,1
01,Gorj,Cerc 1,Bengesti,Negre,Da,4
01,Gorj,Cerc 1,Bengesti-Ciocadia,Negre,Da,2
01,Suceava,Cerc 3,Benia,Negre,Da,2
01,Alba,Cerc 1,Benic,Negre,Da,2
01,Buzau,Cerc 1,Bentu,Negre,Da,7
01,Valcea,Cerc 3,Berbesti,Negre,Da,30
01,Maramures,Cerc 3,Berbesti,Negre,Da,6
01,Buzau,Cerc 1,Berca,Negre,Da,126
01,Bucuresti & Ilfov,Resedinta,Berceni,Negre,Da,"1,621"
01,Prahova,Cerc 1,Berceni,Negre,Da,69
01,Gorj,Cerc 1,Bercesti,Negre,Da,1
01,Maramures,Cerc 1,Berchez,Negre,Da,2
01,Maramures,Cerc 1,Berchezoaia,Negre,Da,2
01,Cluj,Cerc 3,Berchiesu,Negre,Da,3
01,Suceava,Cerc 1,Berchisesti,Negre,Da,17
01,Valcea,Cerc 1,Bercioiu,Negre,Da,1
01,Satu Mare,Cerc 1,Bercu,Negre,Da,2
01,Hunedoara,Cerc 3,Bercu,Negre,Da,1
01,Satu Mare,Cerc 3,Berea,Negre,Da,1
01,Bihor,Cerc 1,Berechiu,Negre,Da,3
01,Arad,Cerc 3,Berechiu,Negre,Da,2
01,Timis,Cerc 3,Berecuta,Negre,Da,2
01,Timis,Cerc 1,Beregsau Mare,Negre,Da,66
01,Timis,Cerc 1,Beregsau Mic,Negre,Da,3
01,Baranya,Resedinta,Beremend,Negre,Da,1
01,Borsod-Abaúj-Zemplén,Resedinta,Berente,Negre,Da,1
01,Galati,Cerc 3,Beresti,Negre,Da,16
01,Bacau,Cerc 1,Beresti,Negre,Da,9
01,Suceava,Cerc 1,Beresti,Negre,Da,1
01,Bacau,Cerc 1,Beresti-Bistrita,Negre,Da,6
01,Galati,Cerc 3,Beresti-Meria,Negre,Da,9
01,Bacau,Cerc 1,Beresti-Tazlau,Negre,Da,9
01,Hajdú-Bihar,Resedinta,Berettyóújfalu,Negre,Da,21
01,Arges,Cerc 1,Berevoesti,Negre,Da,6
01,Vaslui,Cerc 3,Berezeni,Negre,Da,17
01,Mures,Cerc 1,Berghia,Negre,Da,4
01,Alba,Cerc 1,Berghin,Negre,Da,3
01,Veszprém,Resedinta,Berhida,Negre,Da,1
01,Olt,Cerc 1,Beria de Jos,Negre,Da,1
01,Arges,Cerc 3,Berindesti,Negre,Da,1
01,Arad,Cerc 3,Berindia,Negre,Da,1
01,Timis,Cerc 1,Berini,Negre,Da,2
01,Maramures,Cerc 1,Berinta,Negre,Da,2
01,Valcea,Cerc 3,Berislavesti,Negre,Da,6
01,Hunedoara,Cerc 3,Beriu,Negre,Da,4
01,Brasov,Cerc 3,Berivoi,Negre,Da,5
01,Szabolcs-Szatmár-Bereg,Resedinta,Berkesz,Negre,Da,1
01,Gorj,Cerc 3,Berlesti,Negre,Da,4
01,Braila,Cerc 3,Berlesti,Negre,Da,1
01,Caras-Severin,Cerc 3,Berliste,Negre,Da,3
01,Mures,Cerc 1,Bernadea,Negre,Da,1
01,Pest,Resedinta,Bernecebaráti,Negre,Da,1
01,Prahova,Cerc 3,Bertea,Negre,Da,7
01,Braila,Cerc 3,Bertestii de Jos,Negre,Da,3
01,Braila,Cerc 3,Bertestii de Sus,Negre,Da,2
01,Satu Mare,Cerc 3,Berveni,Negre,Da,4
01,Botosani,Cerc 1,Berza,Negre,Da,2
01,Caras-Severin,Cerc 3,Berzasca,Negre,Da,7
01,Caras-Severin,Cerc 1,Berzovia,Negre,Da,19
01,Bacau,Cerc 1,Berzunti,Negre,Da,24
01,Heves,Resedinta,Besenyotelek,Negre,Da,2
01,Fejér,Resedinta,Besnyo,Negre,Da,1
01,Tulcea,Cerc 1,Bestepe,Negre,Da,7
01,Szabolcs-Szatmár-Bereg,Resedinta,Beszterec,Negre,Da,1
01,Harghita,Cerc 3,Beta,Negre,Da,1
01,Neamt,Cerc 1,Betesti,Negre,Da,1
01,Bihor,Cerc 1,Betfia,Negre,Da,5
01,Timis,Cerc 1,Bethausen,Negre,Da,9
01,Mures,Cerc 3,Beu,Negre,Da,1
01,Teleorman,Cerc 1,Beuca,Negre,Da,4
01,Bistrita-Nasaud,Cerc 3,Beudiu,Negre,Da,4
01,Dambovita,Cerc 1,Bezdead,Negre,Da,10
01,Salaj,Cerc 3,Bezded,Negre,Da,1
01,Bihor,Cerc 1,Beznea,Negre,Da,5
01,Pest,Resedinta,Biatorbágy,Negre,Da,20
01,Mehedinti,Cerc 3,Biban,Negre,Da,1
01,Gorj,Cerc 3,Bibesti,Negre,Da,4
01,Bacau,Cerc 1,Bibiresti,Negre,Da,6
01,Covasna,Cerc 3,Biborteni,Negre,Da,1
01,Salaj,Cerc 1,Bic,Negre,Da,1
01,Bihor,Cerc 1,Bicaci,Negre,Da,7
01,Neamt,Cerc 1,Bicaz,Negre,Da,37
01,Maramures,Cerc 3,Bicaz,Negre,Da,2
01,Neamt,Cerc 1,Bicaz-Chei,Negre,Da,21
01,Neamt,Cerc 1,Bicazu Ardelean,Negre,Da,16
01,Vrancea,Cerc 1,Bicestii de Jos,Negre,Da,1
01,Vrancea,Cerc 3,Bichesti,Negre,Da,1
01,Timis,Cerc 1,Bichigi,Negre,Da,2
01,Bistrita-Nasaud,Cerc 3,Bichigiu,Negre,Da,8
01,Fejér,Resedinta,Bicske,Negre,Da,14
01,Sibiu,Cerc 1,Biertan,Negre,Da,10
01,Bihor,Cerc 1,Biharia,Negre,Da,94
01,Hajdú-Bihar,Resedinta,Biharkeresztes,Negre,Da,1
01,Hajdú-Bihar,Resedinta,Biharnagybajom,Negre,Da,1
01,Alba,Cerc 3,Biia,Negre,Da,6
01,Bacau,Cerc 1,Bijghir,Negre,Da,6
01,Giurgiu,Cerc 1,Bila,Negre,Da,3
01,Harghita,Cerc 3,Bilbor,Negre,Da,20
01,Suceava,Cerc 3,Bilca,Negre,Da,13
01,Arges,Cerc 1,Bilcesti,Negre,Da,1
01,Dambovita,Cerc 1,Bilciuresti,Negre,Da,16
01,Timis,Cerc 1,Biled,Negre,Da,98
01,Vrancea,Cerc 1,Biliesti,Negre,Da,14
01,Olt,Cerc 1,Bircii,Negre,Da,5
01,Timis,Cerc 1,Birda,Negre,Da,13
01,Szabolcs-Szatmár-Bereg,Resedinta,Biri,Negre,Da,1
01,Hunedoara,Cerc 3,Birtin,Negre,Da,1
01,Constanta,Cerc 3,Biruinta,Negre,Da,3
01,Neamt,Cerc 1,Bisericani,Negre,Da,1
01,Harghita,Cerc 3,Bisericani,Negre,Da,1
01,Buzau,Cerc 3,Bisoca,Negre,Da,7
01,Alba,Cerc 3,Bistra,Negre,Da,18
01,Bihor,Cerc 1,Bistra,Negre,Da,5
01,Maramures,Cerc 3,Bistra,Negre,Da,2
01,Mures,Cerc 3,Bistra Muresului,Negre,Da,5
01,Dolj,Cerc 3,Bistret,Negre,Da,11
01,Mehedinti,Cerc 1,Bistretu,Negre,Da,1
01,Dolj,Cerc 3,Bistretu Nou,Negre,Da,3
01,Neamt,Cerc 3,Bistricioara,Negre,Da,7
01,Bistrita-Nasaud,Resedinta,Bistrita,Negre,Da,"2,158"
01,Neamt,Cerc 1,Bistrita,Negre,Da,7
01,Valcea,Cerc 1,Bistrita,Negre,Da,4
01,Mehedinti,Cerc 1,Bistrita,Negre,Da,3
01,Bistrita-Nasaud,Cerc 1,Bistrita Bargaului,Negre,Da,25
01,Bistrita-Nasaud,Cerc 1,Bistrita Bargaului Fabrici,Negre,Da,5
01,Olt,Cerc 1,Bistrita Noua,Negre,Da,2
01,Ialomita,Cerc 3,Bitina-Pamanteni,Negre,Da,4
01,Ialomita,Cerc 3,Bitina-Ungureni,Negre,Da,2
01,Salaj,Cerc 1,Biusa,Negre,Da,1
01,Iasi,Cerc 1,Bivolari,Negre,Da,41
01,Suceava,Cerc 3,Bivolaria,Negre,Da,66
01,Satu Mare,Cerc 3,Bixad,Negre,Da,12
01,Covasna,Cerc 1,Bixad,Negre,Da,7
01,Vrancea,Cerc 1,Bizighesti,Negre,Da,4
01,Salaj,Cerc 3,Bizusa-Bai,Negre,Da,1
01,Bacau,Cerc 3,Blaga,Negre,Da,3
01,Iasi,Cerc 1,Blaga,Negre,Da,2
01,Bacau,Cerc 1,Blagesti,Negre,Da,11
01,Vaslui,Cerc 3,Blagesti,Negre,Da,5
01,Iasi,Cerc 1,Blagesti,Negre,Da,1
01,Gorj,Cerc 1,Blahnita de Sus,Negre,Da,2
01,Alba,Cerc 1,Blaj,Negre,Da,506
01,Olt,Cerc 3,Blaj,Negre,Da,1
01,Satu Mare,Cerc 3,Blaja,Negre,Da,1
01,Buzau,Cerc 1,Blajani,Negre,Da,5
01,Sibiu,Cerc 1,Blajel,Negre,Da,4
01,Hunedoara,Cerc 3,Blajeni,Negre,Da,1
01,Hunedoara,Cerc 3,Blajeni-Vulcan,Negre,Da,1
01,Bistrita-Nasaud,Cerc 1,Blajenii de Jos,Negre,Da,4
01,Bistrita-Nasaud,Cerc 1,Blajenii de Sus,Negre,Da,2
01,Botosani,Cerc 1,Blandesti,Negre,Da,4
01,Galati,Cerc 3,Blanzi,Negre,Da,10
01,Neamt,Cerc 1,Blebea,Negre,Da,1
01,Valcea,Cerc 3,Blejani,Negre,Da,2
01,Teleorman,Cerc 1,Blejesti,Negre,Da,28
01,Prahova,Cerc 1,Blejoi,Negre,Da,234
01,Bacau,Cerc 3,Blidari,Negre,Da,2
01,Vrancea,Cerc 1,Blidari,Negre,Da,1
01,Bacau,Cerc 1,Boanta,Negre,Da,2
01,Sibiu,Cerc 3,Boarta,Negre,Da,1
01,Iasi,Cerc 3,Boatca,Negre,Da,2
01,Hunedoara,Cerc 1,Bobalna,Negre,Da,4
01,Alba,Cerc 3,Bobaresti,Negre,Da,1
01,Timis,Cerc 1,Bobda,Negre,Da,9
01,Vaslui,Cerc 1,Bobesti,Negre,Da,1
01,Olt,Cerc 1,Bobicesti,Negre,Da,11
01,Buzau,Cerc 1,Boboc,Negre,Da,4
01,Mures,Cerc 1,Bobohalma,Negre,Da,3
01,Neamt,Cerc 1,Boboiesti,Negre,Da,8
01,Gorj,Cerc 1,Boboiesti,Negre,Da,1
01,Prahova,Cerc 1,Bobolia,Negre,Da,2
01,Salaj,Cerc 1,Bobota,Negre,Da,10
01,Gorj,Cerc 1,Bobu,Negre,Da,4
01,Botosani,Cerc 1,Bobulesti,Negre,Da,9
01,Satu Mare,Cerc 3,Bocicau,Negre,Da,1
01,Maramures,Cerc 3,Bocicoel,Negre,Da,1
01,Maramures,Cerc 3,Bocicoiu Mare,Negre,Da,4
01,Iasi,Cerc 1,Bocnita,Negre,Da,3
01,Caras-Severin,Cerc 1,Bocsa,Negre,Da,219
