Month,Judet Destinatar OPS,Categorie Cerc Livrare,Localitate Destinatar,Tip Trimitere,Colet eligibil locker,Nr Total AWB
11,Плевен,Cerc 2,Гривица,Negre,Da,3
11,София,Cerc 2,Григорево,Negre,Da,1
11,Варна,Cerc 2,Гроздьово,Negre,Da,3
11,Монтана,Cerc 2,Громшин,Negre,Da,2
11,Смолян,Cerc 2,Грохотно,Negre,Da,3
11,София,Cerc 2,Губислав,Negre,Da,1
11,Кърджали,Cerc 2,Гулийка,Negre,Da,1
11,Плевен,Cerc 2,Гулянци,Negre,Da,16
11,Стара Загора,Cerc 2,Гурково,Negre,Da,23
11,София,Cerc 2,Гурмазово,Negre,Da,4
11,Шумен,Cerc 2,Гусла,Negre,Da,1
11,Бургас,Cerc 2,Гълъбец,Negre,Da,2
11,Стара Загора,Cerc 2,Гълъбово,Negre,Da,58
11,Пловдив,Cerc 2,Гълъбово,Negre,Da,1
11,Благоевград,Cerc 2,Гърмен,Negre,Da,10
11,Търговище,Cerc 2,Гърчиново,Negre,Da,2
11,Смолян,Cerc 2,Гьоврен,Negre,Da,7
11,Бургас,Cerc 2,Гюльовца,Negre,Da,4
11,Видин,Cerc 2,Гюргич,Negre,Da,1
11,Смолян,Cerc 2,Давидково,Negre,Da,2
11,Благоевград,Cerc 2,Дагоново,Negre,Da,3
11,Стара Загора,Cerc 2,Даскал-Атанасово,Negre,Da,1
11,Русе,Cerc 2,Две могили,Negre,Da,31
11,Кюстендил,Cerc 2,Дворище,Negre,Da,1
11,Велико Търново,Cerc 2,Дебелец,Negre,Da,12
11,Перник,Cerc 2,Дебели лаг,Negre,Da,3
11,Бургас,Cerc 3,Дебелт,Negre,Da,3
11,Ловеч,Cerc 2,Дебнево,Negre,Da,2
11,Плевен,Cerc 2,Дебово,Negre,Da,3
11,Благоевград,Cerc 2,Дебрен,Negre,Da,8
11,Пазарджик,Cerc 2,Дебръщица,Negre,Da,1
11,Враца,Cerc 2,Девене,Negre,Da,2
11,Смолян,Cerc 2,Девин,Negre,Da,81
11,Варна,Cerc 2,Девня,Negre,Da,70
11,Велико Търново,Cerc 2,Делова махала,Negre,Da,2
11,Кюстендил,Cerc 2,Делян,Negre,Da,1
11,Ловеч,Cerc 2,Дерманци,Negre,Da,5
11,Варна,Cerc 2,Детелина,Negre,Da,1
11,Кърджали,Cerc 2,Джебел,Negre,Da,22
11,Кюстендил,Cerc 2,Джерман,Negre,Da,2
11,Велико Търново,Cerc 2,Джулюница,Negre,Da,3
11,Перник,Cerc 2,Дивотино,Negre,Da,3
11,Стара Загора,Cerc 2,Димитриево,Negre,Da,1
11,Хасково,Cerc 1,Димитровград,Negre,Da,405
11,Велико Търново,Cerc 2,Димитровци,Negre,Da,2
11,Видин,Cerc 2,Димово,Negre,Da,2
11,Силистра,Cerc 2,Дичево,Negre,Da,1
11,София,Cerc 2,Добравица,Negre,Da,1
11,Ловеч,Cerc 2,Добревци,Negre,Da,2
11,Варна,Cerc 2,Добри дол,Negre,Da,4
11,Велико Търново,Cerc 2,Добри дял,Negre,Da,1
11,Варна,Cerc 2,Добрина,Negre,Da,1
11,Благоевград,Cerc 2,Добринище,Negre,Da,17
11,Добрич,Resedinta,Добрич,Negre,Da,863
11,Пазарджик,Cerc 2,Добровница,Negre,Da,6
11,Враца,Cerc 2,Добролево,Negre,Da,2
11,Кърджали,Cerc 2,Добромирци,Negre,Da,1
11,Варна,Cerc 2,Доброплодно,Negre,Da,2
11,София-град,Cerc 2,Доброславци,Negre,Da,41
11,Силистра,Cerc 2,Добротица,Negre,Da,5
11,Варна,Cerc 2,Добротич,Negre,Da,1
11,Благоевград,Cerc 2,Добърско,Negre,Da,2
11,София,Cerc 2,Доганово,Negre,Da,3
11,Ловеч,Cerc 2,Дойренци,Negre,Da,1
11,Благоевград,Cerc 2,Долен,Negre,Da,2
11,Смолян,Cerc 2,Долен,Negre,Da,1
11,Шумен,Cerc 2,Долина,Negre,Da,1
11,София,Cerc 2,Долна баня,Negre,Da,42
11,Монтана,Cerc 2,Долна Вереница,Negre,Da,1
11,Враца,Cerc 2,Долна Кремена,Negre,Da,3
11,Велико Търново,Cerc 2,Долна Липница,Negre,Da,2
11,Пловдив,Cerc 2,Долна махала,Negre,Da,1
11,Плевен,Cerc 2,Долна Митрополия,Negre,Da,38
11,Велико Търново,Cerc 2,Долна Оряховица,Negre,Da,27
11,Благоевград,Cerc 2,Долна Рибница,Negre,Da,1
11,Русе,Cerc 2,Долна Студена,Negre,Da,3
11,София-град,Cerc 1,Долни Богров,Negre,Da,7
11,Враца,Cerc 2,Долни Вадин,Negre,Da,1
11,Плевен,Cerc 2,Долни Дъбник,Negre,Da,24
11,Плевен,Cerc 2,Долни Луковит,Negre,Da,8
11,София,Cerc 2,Долни Окол,Negre,Da,1
11,София-град,Cerc 2,Долни Пасарел,Negre,Da,4
11,Монтана,Cerc 2,Долни Цибър,Negre,Da,6
11,Варна,Cerc 2,Долни чифлик,Negre,Da,61
11,Хасково,Cerc 3,Долно Ботево,Negre,Da,1
11,Благоевград,Cerc 2,Долно Дряново,Negre,Da,1
11,Благоевград,Cerc 2,Долно Осеново,Negre,Da,9
11,Хасково,Cerc 3,Долно поле,Negre,Da,3
11,Пловдив,Cerc 2,Домлян,Negre,Da,1
11,Добрич,Cerc 2,Дончево,Negre,Da,1
11,Пазарджик,Cerc 2,Дорково,Negre,Da,15
11,Смолян,Cerc 2,Доспат,Negre,Da,33
11,Велико Търново,Cerc 2,Драганово,Negre,Da,2
11,Бургас,Cerc 2,Драганово,Negre,Da,1
11,Плевен,Cerc 2,Драгаш войвода,Negre,Da,2
11,Габрово,Cerc 2,Драгиевци,Negre,Da,3
11,Пазарджик,Cerc 2,Драгиново,Negre,Da,23
11,Перник,Cerc 2,Драгичево,Negre,Da,15
11,София,Cerc 2,Драговищица,Negre,Da,2
11,Шумен,Cerc 2,Драгоево,Negre,Da,1
11,София,Cerc 2,Драгоман,Negre,Da,27
11,Велико Търново,Cerc 2,Драгомирово,Negre,Da,1
11,Пазарджик,Cerc 2,Драгор,Negre,Da,4
11,София,Cerc 2,Драгушиново,Negre,Da,2
11,Ямбол,Cerc 2,Дражево,Negre,Da,2
11,Търговище,Cerc 2,Дралфа,Negre,Da,2
11,Благоевград,Cerc 2,Дрангово,Negre,Da,1
11,Перник,Cerc 2,Дрен,Negre,Da,2
11,Видин,Cerc 2,Дреновец,Negre,Da,1
11,Велико Търново,Cerc 2,Дрента,Negre,Da,1
11,Търговище,Cerc 2,Дриново,Negre,Da,2
11,Видин,Cerc 2,Дружба,Negre,Da,1
11,Кърджали,Cerc 2,Дружинци,Negre,Da,2
11,София,Cerc 2,Дръмша,Negre,Da,1
11,Разград,Cerc 2,Дряновец,Negre,Da,2
11,Русе,Cerc 2,Дряновец,Negre,Da,1
11,Смолян,Cerc 2,Дряновец,Negre,Da,1
11,Габрово,Cerc 2,Дряново,Negre,Da,76
11,Пловдив,Cerc 2,Дуванлии,Negre,Da,3
11,Силистра,Cerc 1,Дулово,Negre,Da,123
11,Видин,Cerc 2,Дунавци,Negre,Da,3
11,Смолян,Cerc 2,Дуня,Negre,Da,1
11,Кюстендил,Cerc 1,Дупница,Negre,Da,406
11,София,Cerc 2,Душанци,Negre,Da,1
11,Ловеч,Cerc 2,Дъбен,Negre,Da,1
11,Пловдив,Cerc 2,Дъбене,Negre,Da,1
11,Бургас,Cerc 2,Дъбник,Negre,Da,3
11,Благоевград,Cerc 2,Дъбница,Negre,Da,3
11,Стара Загора,Cerc 2,Дъбово,Negre,Da,1
11,Варна,Cerc 2,Дъбравино,Negre,Da,4
11,Ловеч,Cerc 2,Дълбок дол,Negre,Da,1
11,Пловдив,Cerc 2,Дълбок извор,Negre,Da,4
11,Монтана,Cerc 2,Дълги дел,Negre,Da,1
11,Пловдив,Cerc 2,Дълго поле,Negre,Da,5
11,Варна,Cerc 2,Дългопол,Negre,Da,43
11,Бургас,Cerc 2,Дъскотна,Negre,Da,1
11,Пазарджик,Cerc 2,Дюлево,Negre,Da,1
11,Бургас,Cerc 3,Дюлево,Negre,Da,1
11,Варна,Cerc 2,Дюлино,Negre,Da,2
11,Кърджали,Cerc 2,Дядовско,Negre,Da,1
11,Разград,Cerc 2,Дянково,Negre,Da,1
11,Стара Загора,Cerc 2,Едрево,Negre,Da,6
11,Варна,Cerc 2,Езерово,Negre,Da,21
11,Разград,Cerc 2,Езерче,Negre,Da,2
11,Велико Търново,Cerc 2,Елена,Negre,Da,48
11,Стара Загора,Cerc 2,Еленино,Negre,Da,1
11,Благоевград,Cerc 2,Еленово,Negre,Da,4
11,Сливен,Cerc 2,Еленово,Negre,Da,1
11,София,Cerc 2,Елешница,Negre,Da,3
11,Благоевград,Cerc 2,Елешница,Negre,Da,1
11,София,Cerc 2,Елин Пелин,Negre,Da,299
11,Враца,Cerc 2,Елисейна,Negre,Da,1
11,Смолян,Cerc 2,Елховец,Negre,Da,2
11,Ямбол,Cerc 1,Елхово,Negre,Da,122
11,Бургас,Cerc 2,Емона,Negre,Da,1
11,Стара Загора,Cerc 2,Енина,Negre,Da,12
11,Плевен,Cerc 2,Еница,Negre,Da,4
11,Смолян,Cerc 2,Ерма река,Negre,Da,1
11,София,Cerc 2,Етрополе,Negre,Da,173
11,Кюстендил,Cerc 2,Жабокрът,Negre,Da,1
11,Добрич,Cerc 2,Жегларци,Negre,Da,3
11,София-град,Cerc 2,Железница,Negre,Da,13
11,Шумен,Cerc 2,Желъд,Negre,Da,1
11,Сливен,Cerc 2,Желю войвода,Negre,Da,1
11,София-град,Cerc 2,Желява,Negre,Da,2
11,Благоевград,Cerc 2,Жижево,Negre,Da,1
11,Кюстендил,Cerc 2,Жиленци,Negre,Da,1
11,София-град,Cerc 2,Житен,Negre,Da,2
11,Пловдив,Cerc 2,Житница,Negre,Da,14
11,Варна,Cerc 2,Житница,Negre,Da,1
11,Хасково,Cerc 3,Жълти бряг,Negre,Da,2
11,Смолян,Cerc 2,Забърдо,Negre,Da,1
11,Разград,Cerc 2,Завет,Negre,Da,14
11,Ямбол,Cerc 2,Завой,Negre,Da,1
11,Кърджали,Cerc 2,Завоя,Negre,Da,1
11,Стара Загора,Cerc 2,Загоре,Negre,Da,1
11,Шумен,Cerc 2,Загориче,Negre,Da,1
11,Бургас,Cerc 3,Загорци,Negre,Da,1
11,Смолян,Cerc 2,Загражден,Negre,Da,2
11,Плевен,Cerc 2,Загражден,Negre,Da,1
11,Разград,Cerc 2,Задруга,Negre,Da,1
11,Бургас,Cerc 2,Заимчево,Negre,Da,1
11,Бургас,Cerc 2,Зайчар,Negre,Da,3
11,Монтана,Cerc 2,Замфир,Negre,Da,2
11,Монтана,Cerc 2,Замфирово,Negre,Da,2
11,София,Cerc 2,Заноге,Negre,Da,1
11,Търговище,Cerc 2,Зараево,Negre,Da,1
11,Силистра,Cerc 2,Зафирово,Negre,Da,3
11,Шумен,Cerc 2,Звегор,Negre,Da,1
11,Кърджали,Cerc 2,Звездел,Negre,Da,1
11,Варна,Cerc 2,Звездица,Negre,Da,1
11,Враца,Cerc 2,Зверино,Negre,Da,7
11,Пазарджик,Cerc 2,Звъничево,Negre,Da,8
11,Варна,Cerc 2,Здравец,Negre,Da,1
11,Перник,Cerc 2,Земен,Negre,Da,3
11,Стара Загора,Cerc 2,Зетьово,Negre,Da,1
11,Бургас,Cerc 2,Зидарово,Negre,Da,5
11,София,Cerc 2,Зимевица,Negre,Da,1
11,Ямбол,Cerc 2,Зимница,Negre,Da,6
11,Стара Загора,Cerc 2,Зимница,Negre,Da,1
11,Велико Търново,Cerc 2,Златарица,Negre,Da,18
11,Ямбол,Cerc 2,Златиница,Negre,Da,1
11,Пловдив,Cerc 2,Златитрап,Negre,Da,1
11,София,Cerc 2,Златица,Negre,Da,72
11,Монтана,Cerc 2,Златия,Negre,Da,1
11,Стара Загора,Cerc 2,Златна ливада,Negre,Da,1
11,Шумен,Cerc 2,Златна нива,Negre,Da,1
11,Ловеч,Cerc 2,Златна Панега,Negre,Da,7
11,Варна,Cerc 2,Златни пясъци,Negre,Da,3
11,Пловдив,Cerc 2,Златовръх,Negre,Da,2
11,Смолян,Cerc 1,Златоград,Negre,Da,91
11,Силистра,Cerc 2,Златоклас,Negre,Da,1
11,Пловдив,Cerc 2,Златосел,Negre,Da,1
11,Пазарджик,Cerc 2,Злокучене,Negre,Da,2
11,София,Cerc 2,Злокучене,Negre,Da,2
11,Смолян,Cerc 2,Змеица,Negre,Da,3
11,Благоевград,Cerc 2,Зорница,Negre,Da,1
11,Смолян,Cerc 2,Зорница,Negre,Da,1
11,Добрич,Cerc 2,Зърнево,Negre,Da,2
11,Пазарджик,Cerc 2,Ивайло,Negre,Da,6
11,Хасково,Cerc 3,Ивайловград,Negre,Da,22
11,София-град,Cerc 1,Иваняне,Negre,Da,2
11,Варна,Cerc 2,Игнатиево,Negre,Da,17
11,Враца,Cerc 2,Игнатица,Negre,Da,1
11,Бургас,Cerc 2,Извор,Negre,Da,1
11,Бургас,Cerc 2,Изворище,Negre,Da,1
11,Варна,Cerc 2,Изворско,Negre,Da,1
11,Благоевград,Cerc 2,Изгрев,Negre,Da,2
11,Ямбол,Cerc 2,Изгрев,Negre,Da,2
11,Варна,Cerc 2,Изгрев,Negre,Da,1
11,София,Cerc 2,Илинден,Negre,Da,1
11,Видин,Cerc 2,Иново,Negre,Da,1
11,Пловдив,Cerc 2,Искра,Negre,Da,28
11,Силистра,Cerc 2,Искра,Negre,Da,5
11,София,Cerc 2,Искрец,Negre,Da,4
11,Плевен,Cerc 2,Искър,Negre,Da,9
11,Разград,Cerc 1,Исперих,Negre,Da,149
11,Пазарджик,Cerc 2,Исперихово,Negre,Da,1
11,София,Cerc 2,Ихтиман,Negre,Da,153
11,Пловдив,Cerc 2,Йоаким Груево,Negre,Da,9
11,Ловеч,Cerc 2,Йоглав,Negre,Da,1
11,Разград,Cerc 2,Йонково,Negre,Da,3
11,Ямбол,Cerc 2,Кабиле,Negre,Da,1
11,Бургас,Cerc 2,Каблешково,Negre,Da,47
11,Добрич,Cerc 2,Каблешково,Negre,Da,1
11,Добрич,Cerc 1,Каварна,Negre,Da,146
11,Благоевград,Cerc 2,Кавракирово,Negre,Da,7
11,Пловдив,Cerc 2,Кадиево,Negre,Da,1
11,Стара Загора,Cerc 2,Казанка,Negre,Da,1
11,Стара Загора,Cerc 1,Казанлък,Negre,Da,957
11,Ловеч,Cerc 2,Казачево,Negre,Da,4
11,Варна,Cerc 2,Казашка река,Negre,Da,1
11,Варна,Cerc 2,Казашко,Negre,Da,2
11,София-град,Cerc 1,Казичене,Negre,Da,133
11,Силистра,Cerc 2,Кайнарджа,Negre,Da,2
11,Пловдив,Cerc 2,Калековец,Negre,Da,14
11,Добрич,Cerc 2,Калина,Negre,Da,1
11,Шумен,Cerc 2,Калино,Negre,Da,3
11,Силистра,Cerc 2,Калипетрово,Negre,Da,3
11,Пловдив,Cerc 2,Калофер,Negre,Da,19
11,Пловдив,Cerc 2,Калояново,Negre,Da,38
11,Сливен,Cerc 2,Калояново,Negre,Da,1
11,Пазарджик,Cerc 2,Калугерово,Negre,Da,5
11,Ямбол,Cerc 2,Калчево,Negre,Da,1
11,Велико Търново,Cerc 2,Камен,Negre,Da,3
11,Сливен,Cerc 2,Камен,Negre,Da,2
11,Варна,Cerc 2,Камен дял,Negre,Da,1
11,Бургас,Cerc 2,Каменар,Negre,Da,2
11,Варна,Cerc 2,Каменар,Negre,Da,1
11,Разград,Cerc 2,Каменар,Negre,Da,1
11,Плевен,Cerc 2,Каменец,Negre,Da,1
11,Бургас,Cerc 2,Камено,Negre,Da,23
11,Враца,Cerc 2,Камено поле,Negre,Da,1
11,Сливен,Cerc 2,Каменово,Negre,Da,1
11,Пазарджик,Cerc 2,Кандови,Negre,Da,1
11,Шумен,Cerc 2,Каолиново,Negre,Da,6
11,Хасково,Cerc 1,Капитан Андреево,Negre,Da,2
11,Видин,Cerc 2,Капитановци,Negre,Da,3
11,Пазарджик,Cerc 2,Карабунар,Negre,Da,2
11,Пловдив,Cerc 2,Каравелово,Negre,Da,5
11,Ямбол,Cerc 2,Каравелово,Negre,Da,1
11,Бургас,Cerc 2,Каравельово,Negre,Da,2
11,Пловдив,Cerc 2,Караджалово,Negre,Da,1
11,Пловдив,Cerc 2,Караджово,Negre,Da,2
11,Велико Търново,Cerc 2,Караисен,Negre,Da,1
11,Русе,Cerc 2,Караманово,Negre,Da,1
11,Хасково,Cerc 3,Караманци,Negre,Da,3
11,Сливен,Cerc 2,Караново,Negre,Da,1
11,Враца,Cerc 2,Караш,Negre,Da,1
11,Добрич,Cerc 2,Кардам,Negre,Da,1
11,Пловдив,Cerc 2,Карлово,Negre,Da,340
11,Ловеч,Cerc 2,Карлуково,Negre,Da,1
11,Бургас,Cerc 1,Карнобат,Negre,Da,228
11,Шумен,Cerc 2,Каспичан,Negre,Da,22
11,Пловдив,Cerc 2,Катуница,Negre,Da,11
11,Русе,Cerc 2,Кацелово,Negre,Da,3
11,Сливен,Cerc 2,Кермен,Negre,Da,4
11,Велико Търново,Cerc 2,Кесарево,Negre,Da,4
11,Велико Търново,Cerc 2,Килифарево,Negre,Da,14
11,Сливен,Cerc 2,Кипилово,Negre,Da,1
11,Ямбол,Cerc 2,Кирилово,Negre,Da,1
11,Кърджали,Cerc 2,Кирково,Negre,Da,13
11,Разград,Cerc 2,Китанчево,Negre,Da,1
11,Бургас,Cerc 2,Китен,Negre,Da,12
11,Варна,Cerc 2,Китка,Negre,Da,1
11,Варна,Cerc 2,Кичево,Negre,Da,3
11,Перник,Cerc 2,Кладница,Negre,Da,23
11,Перник,Cerc 2,Кленовик,Negre,Da,1
11,Бургас,Cerc 2,Кликач,Negre,Da,1
11,Шумен,Cerc 2,Климент,Negre,Da,4
11,Пловдив,Cerc 2,Климент,Negre,Da,3
11,Габрово,Cerc 2,Кметовци,Negre,Da,1
11,Плевен,Cerc 1,Кнежа,Negre,Da,81
11,Хасково,Cerc 2,Княжево,Negre,Da,2
11,Стара Загора,Cerc 2,Ковач,Negre,Da,1
11,Търговище,Cerc 2,Ковачевец,Negre,Da,3
11,Пазарджик,Cerc 2,Ковачево,Negre,Da,4
11,София,Cerc 2,Ковачевци,Negre,Da,1
11,Монтана,Cerc 2,Ковачица,Negre,Da,3
11,Велико Търново,Cerc 2,Коевци,Negre,Da,1
11,Плевен,Cerc 2,Козар Белене,Negre,Da,2
11,Велико Търново,Cerc 2,Козаревец,Negre,Da,1
11,Пазарджик,Cerc 2,Козарско,Negre,Da,3
11,Хасково,Cerc 3,Козлец,Negre,Da,1
11,Велико Търново,Cerc 2,Козловец,Negre,Da,4
11,Враца,Cerc 1,Козлодуй,Negre,Da,438
11,Търговище,Cerc 2,Козма презвитер,Negre,Da,2
11,Плевен,Cerc 2,Койнаре,Negre,Da,19
11,София-град,Cerc 1,Кокаляне,Negre,Da,10
11,Благоевград,Cerc 2,Коларово,Negre,Da,15
11,Силистра,Cerc 2,Коларово,Negre,Da,2
11,Монтана,Cerc 2,Комощица,Negre,Da,5
11,Бургас,Cerc 2,Комплекс Елените,Negre,Da,1
11,Варна,Cerc 2,Комунари,Negre,Da,1
11,Кърджали,Cerc 2,Комунига,Negre,Da,4
11,Благоевград,Cerc 2,Конарско,Negre,Da,2
11,Ямбол,Cerc 2,Коневец,Negre,Da,1
11,Шумен,Cerc 2,Конево,Negre,Da,2
11,Велико Търново,Cerc 2,Константин,Negre,Da,2
11,Варна,Cerc 2,Константиново,Negre,Da,6
11,Бургас,Cerc 2,Константиново,Negre,Da,1
11,Пловдив,Cerc 2,Конуш,Negre,Da,1
11,Сливен,Cerc 2,Коньово,Negre,Da,2
11,Монтана,Cerc 2,Копиловци,Negre,Da,1
11,Благоевград,Cerc 2,Копривлен,Negre,Da,5
11,София,Cerc 2,Копривщица,Negre,Da,29
11,Стара Загора,Cerc 2,Копринка,Negre,Da,1
11,Добрич,Cerc 2,Коритен,Negre,Da,1
11,Кюстендил,Cerc 2,Коркина,Negre,Da,1
11,Благоевград,Cerc 2,Корница,Negre,Da,6
11,Сливен,Cerc 2,Кортен,Negre,Da,2
11,Велико Търново,Cerc 2,Косевци,Negre,Da,2
11,Пазарджик,Cerc 2,Костандово,Negre,Da,18
11,Враца,Cerc 2,Костелево,Negre,Da,1
11,Шумен,Cerc 2,Костена река,Negre,Da,1
11,София,Cerc 2,Костенец,Negre,Da,126
11,София,Cerc 2,Костенец (с),Negre,Da,8
11,Пловдив,Cerc 2,Костиево,Negre,Da,9
11,София,Cerc 1,Костинброд,Negre,Da,323
11,Хасково,Cerc 2,Костур,Negre,Da,1
11,Сливен,Cerc 2,Котел,Negre,Da,37
11,Благоевград,Cerc 2,Кочан,Negre,Da,14
11,Кюстендил,Cerc 2,Кочериново,Negre,Da,5
11,Бургас,Cerc 2,Кошарица,Negre,Da,2
11,Благоевград,Cerc 2,Краище,Negre,Da,19
11,Шумен,Cerc 2,Крайгорци,Negre,Da,1
11,Кюстендил,Cerc 2,Крайници,Negre,Da,2
11,Перник,Cerc 2,Кралев дол,Negre,Da,1
11,Търговище,Cerc 2,Кралево,Negre,Da,1
11,Хасково,Cerc 3,Кралево,Negre,Da,1
11,Добрич,Cerc 2,Кранево,Negre,Da,18
11,Добрич,Cerc 2,Крапец,Negre,Da,4
11,Русе,Cerc 2,Красен,Negre,Da,1
11,Велико Търново,Cerc 2,Красно градище,Negre,Da,1
11,Кърджали,Cerc 2,Кремен,Negre,Da,1
11,Хасково,Cerc 2,Крепост,Negre,Da,1
11,Търговище,Cerc 2,Крепча,Negre,Da,9
11,Благоевград,Cerc 1,Кресна,Negre,Da,27
11,Благоевград,Cerc 2,Крибул,Negre,Da,1
11,Враца,Cerc 2,Крива бара,Negre,Da,1
11,Монтана,Cerc 2,Крива бара,Negre,Da,1
11,София-град,Cerc 1,Кривина,Negre,Da,5
11,Русе,Cerc 2,Кривина,Negre,Da,1
11,Враца,Cerc 2,Криводол,Negre,Da,13
11,Пловдив,Cerc 2,Крислово,Negre,Da,1
11,Пловдив,Cerc 2,Кричим,Negre,Da,82
11,Кърджали,Cerc 1,Крумовград,Negre,Da,82
11,Пловдив,Cerc 2,Крумово,Negre,Da,13
11,Ямбол,Cerc 2,Крумово,Negre,Da,2
11,Добрич,Cerc 2,Крупен,Negre,Da,1
11,Благоевград,Cerc 2,Крупник,Negre,Da,12
11,Варна,Cerc 2,Круша,Negre,Da,2
11,Сливен,Cerc 2,Крушаре,Negre,Da,2
11,Добрич,Cerc 2,Крушари,Negre,Da,5
11,Бургас,Cerc 2,Крушевец,Negre,Da,2
11,Велико Търново,Cerc 2,Крушето,Negre,Da,2
11,Враца,Cerc 2,Крушовица,Negre,Da,2
11,Плевен,Cerc 2,Крушовица,Negre,Da,2
11,Ловеч,Cerc 2,Крушуна,Negre,Da,3
11,Стара Загора,Cerc 2,Крън,Negre,Da,22
11,Пазарджик,Cerc 2,Кръстава,Negre,Da,7
11,Бургас,Cerc 2,Кръстина,Negre,Da,4
11,Разград,Cerc 1,Кубрат,Negre,Da,105
11,София-град,Cerc 2,Кубратово,Negre,Da,1
11,Видин,Cerc 2,Куделин,Negre,Da,1
11,Благоевград,Cerc 2,Кузьово,Negre,Da,2
11,Пловдив,Cerc 2,Куклен,Negre,Da,56
11,Кърджали,Cerc 2,Кукуряк,Negre,Da,1
11,Видин,Cerc 2,Кула,Negre,Da,7
11,Благоевград,Cerc 2,Кулата,Negre,Da,1
11,Плевен,Cerc 2,Кулина вода,Negre,Da,1
11,Враца,Cerc 2,Кунино,Negre,Da,2
11,Пловдив,Cerc 2,Куртово Конаре,Negre,Da,4
11,Видин,Cerc 2,Кутово,Negre,Da,4
11,Велико Търново,Cerc 2,Куцина,Negre,Da,1
11,Ловеч,Cerc 2,Къкрина,Negre,Da,1
11,Стара Загора,Cerc 2,Кънчево,Negre,Da,1
11,Велико Търново,Cerc 2,Къпиново,Negre,Da,2
11,Разград,Cerc 2,Къпиновци,Negre,Da,2
11,Кърджали,Resedinta,Кърджали,Negre,Da,540
11,Благоевград,Cerc 2,Кърналово,Negre,Da,8
11,Смолян,Cerc 2,Късак,Negre,Da,6
11,Кърджали,Cerc 2,Кьосево,Negre,Da,1
11,Шумен,Cerc 2,Кюлевча,Negre,Da,1
11,Кюстендил,Resedinta,Кюстендил,Negre,Da,561
11,Плевен,Cerc 2,Левски,Negre,Da,87
11,Пазарджик,Cerc 2,Левски,Negre,Da,3
11,Варна,Cerc 2,Левски,Negre,Da,1
11,Велико Търново,Cerc 2,Леденик,Negre,Da,1
11,Плевен,Cerc 2,Ленково,Negre,Da,1
11,Пловдив,Cerc 2,Леново,Negre,Da,1
11,Ловеч,Cerc 2,Лесидрен,Negre,Da,7
11,Пазарджик,Cerc 2,Лесичово,Negre,Da,1
11,София,Cerc 2,Лесново,Negre,Da,2
11,Враца,Cerc 2,Лесура,Negre,Da,2
11,Ловеч,Cerc 2,Летница,Negre,Da,20
11,Монтана,Cerc 2,Лехчево,Negre,Da,7
11,Благоевград,Cerc 2,Лешница,Negre,Da,1
11,Ловеч,Cerc 2,Лешница,Negre,Da,1
11,Смолян,Cerc 2,Лещак,Negre,Da,2
11,Бургас,Cerc 2,Ливада,Negre,Da,1
11,Кюстендил,Cerc 2,Лиляч,Negre,Da,1
11,Монтана,Cerc 2,Липен,Negre,Da,2
11,Враца,Cerc 2,Липница,Negre,Da,1
11,Бургас,Cerc 2,Листец,Negre,Da,3
11,София,Cerc 2,Литаково,Negre,Da,1
11,Шумен,Cerc 2,Ловец,Negre,Da,1
11,Ловеч,Resedinta,Ловеч,Negre,Da,505
11,Разград,Cerc 2,Ловско,Negre,Da,1
11,Добрич,Cerc 2,Ловчанци,Negre,Da,2
11,Бургас,Cerc 2,Лозарево,Negre,Da,3
11,София-град,Cerc 1,Лозен,Negre,Da,252
11,Пазарджик,Cerc 2,Лозен,Negre,Da,2
11,Хасково,Cerc 1,Лозен,Negre,Da,1
11,Бургас,Cerc 2,Лозенец,Negre,Da,8
11,Ямбол,Cerc 2,Лозенец,Negre,Da,1
11,Разград,Cerc 2,Лозница,Negre,Da,8
11,София-град,Cerc 2,Локорско,Negre,Da,9
11,Монтана,Cerc 1,Лом,Negre,Da,189
11,Русе,Cerc 2,Лом Черковна,Negre,Da,1
11,Добрич,Cerc 2,Ломница,Negre,Da,2
11,Търговище,Cerc 2,Ломци,Negre,Da,2
11,Варна,Cerc 2,Лопушна,Negre,Da,6
11,София,Cerc 2,Лопян,Negre,Da,1
11,Ловеч,Cerc 1,Луковит,Negre,Da,118
11,София,Cerc 2,Луково,Negre,Da,1
11,Разград,Cerc 2,Лъвино,Negre,Da,1
11,Благоевград,Cerc 2,Лъжница,Negre,Da,7
11,Пловдив,Cerc 2,Лъки,Negre,Da,8
11,Пловдив,Cerc 2,Любен,Negre,Da,3
11,Силистра,Cerc 2,Любен,Negre,Da,2
11,Сливен,Cerc 2,Любенова махала,Negre,Da,1
11,Хасково,Cerc 2,Любимец,Negre,Da,82
11,Смолян,Cerc 2,Любча,Negre,Da,2
11,Бургас,Cerc 2,Люляково,Negre,Da,12
11,Велико Търново,Cerc 2,Лясковец,Negre,Da,62
11,Хасково,Cerc 3,Лясковец,Negre,Da,1
11,Смолян,Cerc 2,Лясково,Negre,Da,1
11,Смолян,Cerc 1,Мадан,Negre,Da,78
11,Шумен,Cerc 2,Мадара,Negre,Da,2
11,Хасково,Cerc 3,Маджарово,Negre,Da,4
11,Търговище,Cerc 2,Маково,Negre,Da,1
11,София,Cerc 2,Мала църква,Negre,Da,1
11,Хасково,Cerc 3,Малево,Negre,Da,3
11,Смолян,Cerc 2,Малево,Negre,Da,1
